x y type
-0.854588075836603 0.886397406942815 point
-0.746341469589239 1.0361212489424 point
-0.758037685138132 1.10568642128202 point
-0.858362719921028 0.80070795471955 point
-0.715253998268806 1.07643850535897 point
-0.773397802063511 1.00071653485389 point
-0.755541472963958 1.01019743358637 point
-0.846649512356576 0.976723284443726 point
-0.88483700439489 0.85796368720561 point
-0.799768805758423 0.918667726942991 point
-0.931690812429962 1.04610693038179 point
-0.740173088730532 0.978510639042815 point
-0.87622143703459 1.01389452481135 point
-0.942909030324076 1.08442303618888 point
-0.766775555098658 0.869154966678839 point
-0.846906068760849 1.10451686581364 point
-0.833498679358406 1.12101739229185 point
-0.646374784449416 1.00831436725421 point
-0.739000546674631 1.27849470311772 point
-0.748366430156433 1.059528232057 point
-0.807430856132311 1.00776663494543 point
-0.860515694637619 0.944130339430468 point
-0.970964518489892 0.919323232367101 point
-0.826869310538117 0.948929093900943 point
-0.864859150675532 0.944351287776145 point
-0.809411012679478 1.02411251648863 point
-0.808554095107525 0.942466297747221 point
-0.788046892910671 1.19855697309259 point
-0.811629639266868 1.04632027469877 point
-0.894382723619156 1.02924344102564 point
-0.803373792391182 0.948601734731967 point
-0.858542755701967 0.87642611822165 point
-0.738714863696314 0.7498768751071 point
-0.648287750537668 0.86033717612363 point
-0.734261956324896 0.910086475855653 point
-0.907418133661174 0.867270364622082 point
-1.246956440943 1.02028664301061 point
-0.76309549792731 1.10128362623696 point
-0.783077330871906 1.00253434401099 point
-0.982219031837276 0.949284997824997 point
-0.793264230030001 0.949305676413519 point
-0.798289403826865 1.02649887659523 point
-0.834365936778384 1.0591681739879 point
-0.866789219669156 0.971165929034295 point
-0.825574456873239 0.947092962210332 point
-0.846120795855351 0.982013461513133 point
-0.652835841757396 0.906956230322389 point
-0.809196031673701 0.753254395576922 point
-0.766480570190501 0.994959257431062 point
-0.82318645931966 1.02464381776807 point
-0.747334744152645 1.15313628688466 point
-0.907362606512858 1.05916378719259 point
-0.72303181239751 0.838145805064494 point
-0.622909462486026 0.936506782456766 point
-0.819618218926639 1.13567544894455 point
-0.779525026498597 0.924197287859676 point
-0.859659806893022 1.03753640358032 point
-0.682175225109483 1.06671638717647 point
-0.695057877845769 0.999142376101868 point
-0.743901883386159 1.00924404534146 point
-0.654792481747909 1.03202826420314 point
-0.759179846819108 1.0165091250501 point
-0.84403340409926 0.894679326574798 point
-0.668143380259041 1.04473946768119 point
-0.742861338885914 1.10571368248989 point
-0.927998717913361 0.852484266985191 point
-0.923887958866812 1.020073285977 point
-0.892259112355135 0.992954730972162 point
-0.665038793788495 0.924968084370552 point
-0.956761658694716 0.990598623810725 point
-0.785620007494006 1.04127494622962 point
-0.888610999412176 0.874252103952753 point
-0.80255741903622 1.0197063492738 point
-0.832773539287777 0.810768508359356 point
-0.80759610156369 1.02521761637768 point
-0.935466363008352 0.935214908416211 point
-0.896080881855974 0.973394231704487 point
-0.777504566073142 0.971323217990601 point
-0.81231604631264 0.947071254484507 point
-0.79989589799876 0.944295497407475 point
-0.857124324792389 0.945156108738194 point
-0.757737822497677 1.00637433919173 point
-0.967338581022589 0.882194002919787 point
0.662509814528209 1.06405751040005 point
0.83333497354502 0.921404262564025 point
0.855974467265405 1.1011742755066 point
0.684224328590368 0.7844196487252 point
0.935956264461332 1.17803879692861 point
0.93923633348238 1.04192816019106 point
0.636803965679225 0.898574879194256 point
0.89944334726524 0.978740119059025 point
0.959758546849094 0.765698362168787 point
0.73240609359299 1.01729942696953 point
0.850565227542064 1.10705764460204 point
0.886131470247903 0.946693033851132 point
0.874555058963737 1.0046964152702 point
0.89483998775605 0.782924627761519 point
0.772175872527413 1.08006001325093 point
0.913697036963686 1.03785509010157 point
0.897848942673239 1.02717319053394 point
0.964739314329724 0.991545697703364 point
0.649353509809051 0.859656001585374 point
0.620616825663866 1.09613104477418 point
0.66070014360812 0.759609281685102 point
0.846389766944675 1.15475677636823 point
0.874813137313115 1.11569989718672 point
0.922356727364567 1.08533808526943 point
0.832873313760535 0.895546262486817 point
0.920291080117684 0.953015592919033 point
0.682196416806174 0.887990859017004 point
0.89161471125398 0.969601569599762 point
0.760926103657566 1.10906936433841 point
0.766870740421883 1.01900747946145 point
0.719253084790562 1.09982253245247 point
0.814193679868544 0.767043497157851 point
0.836626769837483 0.904076671821198 point
0.590783028177214 1.05539170310242 point
0.797936827612395 1.12901020887075 point
0.709633248766885 0.947658421693729 point
1.01467501025747 0.861310318366002 point
0.852784215962641 1.12271789745208 point
0.683846397784763 0.892444540512572 point
0.832667615936741 0.925268779522853 point
0.843160689167978 1.15239678554746 point
0.922905508815409 1.05426101409606 point
0.732742174862106 0.948106279417707 point
0.961598610820984 0.967534606503418 point
0.514393821486235 0.921473934171925 point
0.743052570579039 0.880247879516225 point
0.726741376893583 1.08785885458824 point
0.967861604047238 1.06561228944351 point
0.838838416076677 0.997883440602091 point
0.760081464008664 1.09597596710734 point
0.677556392562925 0.948225982994601 point
0.866940158241945 1.10684467206531 point
0.8974766083242 1.09163479679579 point
0.714035038753894 1.07135873825852 point
0.806331826866939 1.12618042727326 point
0.759341169245202 1.03897322041831 point
0.8248242866283 0.865526794966207 point
0.774851533686841 0.799932142167001 point
0.702000260365857 1.12986890408545 point
0.85890418888102 0.942130999901125 point
0.659510511227253 0.830153095386964 point
0.649021108454484 0.90975560340529 point
0.757845558750264 0.995882770641309 point
0.928018361925754 1.12057517182739 point
0.763593993528343 0.907517571799793 point
0.714745808803519 1.08340734934166 point
0.789412359081054 0.806859808944561 point
0.932909769254262 1.12821765350894 point
0.772035777790472 1.06808980104359 point
0.805075393397865 1.01397125529699 point
0.792063168683202 1.02329569027643 point
0.822108284050147 1.07682245793302 point
0.800090760636971 0.883012840297319 point
0.785235528565707 0.94297687221061 point
0.774511313020955 0.887779067150491 point
0.880076650873606 1.10952859299428 point
0.9577792662254 1.03585116301833 point
0.804762784431653 1.10648089555848 point
0.855275510414132 0.807783541909327 point
0.652421600357552 0.884187346517854 point
0.883121491346673 0.918668694626224 point
0.668832152993874 0.933649246798999 point
0.789100805927165 1.06200681872716 point
0.0595059546718172 0.568884708860423 point
-0.114902853269006 0.313659267383628 point
0.0401020429206776 0.744336059549823 point
0.051310077516165 0.215425185975619 point
0.0995699654392278 0.306459867570084 point
-0.0306532251101043 0.355074275052175 point
-0.0162743958905874 0.352551947697066 point
-0.184090077540191 0.038922063249629 point
0.120908595579161 0.218833409948274 point
0.00173794595649676 0.305003716552164 point
0.00988819051019924 0.709976317360997 point
-0.0743815384457056 0.0907395530375652 point
0.0297816626186888 0.673333550104871 point
0.00706542331465894 0.273056012811139 point
-0.0315681943441457 0.0999905951321125 point
0.00799890725334545 0.214736421068665 point
0.0788266596922658 0.513914130977355 point
-0.0943048225627371 0.168344461591914 point
-0.0747376733229323 0.249367162759881 point
-0.0366157786639338 0.568998756876681 point
-0.0603422632566365 0.399394873820711 point
-0.120434362900515 0.360626262088772 point
0.0197018156466153 0.695375056704506 point
-0.0417876046120312 0.252325315028429 point
0.0602321750746058 0.371721459960099 point
-0.031149309206516 0.0800097074825317 point
-0.110667548949802 0.0425008331076242 point
-0.099716320094458 0.187838965561241 point
-0.0669823719690998 0.297917903575581 point
-0.112947389220285 0.169484144775197 point
-0.113362894207723 0.341564418864436 point
0.0955468922182084 0.0866568222991191 point
0.00134206221626407 0.28713209083071 point
-0.00418706237460217 0.691325224936008 point
0.0442739362571938 0.674119979375973 point
-0.0650568703329789 0.294634960067924 point
-0.176640977456309 0.0997485624393448 point
0.047944671339282 0.586234929214697 point
-0.0463383017477693 0.014971699565649 point
-0.0670128898280472 0.575982796610333 point
-0.0527798816125042 0.359435490332544 point
-0.0148317205154494 0.692521726770792 point
0.112950864948742 0.27369795483537 point
-0.0334765461660171 0.73032691172557 point
-0.0166114181090924 0.737261970934924 point
0.0540557148354944 0.60436249547638 point
0.120878074662063 0.309847711294424 point
-0.0618793227909209 0.621598930098116 point
0.0282484866688257 0.308273885690141 point
-0.0451251949983324 0.611927971767727 point
0.0422646291416443 0.548711994895712 point
-0.0877605311199004 0.0530608372064307 point
0.0587166401317977 0.0774672668776475 point
0.000508821554048605 0.60096984996926 point
0.00173873304410932 0.538379808480386 point
0.048845916672756 0.351698226411827 point
-0.0353167820501186 0.324343286105432 point
-0.0122638619699241 0.50755971117178 point
-0.0107912773541427 0.325090588652529 point
0.153459285754362 0.226428076741286 point
-0.11443477054726 0.413190495804884 point
-0.0246820129143611 0.261318061267957 point
0.0281932299590721 0.100625033082906 point
-0.0544306567368485 0.424168736091815 point
-0.146227100929376 0.230737973120995 point
0.0388386749177175 0.749638606561348 point
-0.0552822596125225 0.378594720445108 point
0.0569107468965196 0.699011472577695 point
0.0434313126310923 0.68654713378055 point
0.00600475430542015 0.649283535545692 point
0.06733353837409 0.466880659223534 point
0.0815841584603622 0.267435177171137 point
0.0662603842527252 0.634092821739614 point
0.0892943747835407 0.111105408752337 point
0.0532785921355879 0.316746700380463 point
-0.0455730609770696 0.232809875160456 point
-0.135133397936586 0.310547530360054 point
0.138958095940889 0.204913302033674 point
-0.0260164308145148 0.51771938597085 point
-0.137410532961465 0.240025846869685 point
-0.0163011547047783 0.63447060319595 point
-0.0144181376884347 0.568902364990208 point
0.0372953836557606 0.666102387593128 point
-0.107762849954501 0.451073239906691 point
0.00124402389795359 0.721914804715198 point
-0.0386040067310892 0.23487406829372 point
-0.0824664216338483 0.49285838403739 point
-0.0358571653552607 0.475721966126002 point
0.0444435442557232 0.645460790139623 point
-0.0652519807053071 0.353396918450017 point
0.0534215672286519 0.656737958430313 point
0.0479566317370125 0.591289776144549 point
-0.0178579476474337 0.1718714342569 point
-0.0632260969374102 0.669843834999483 point
-0.105882232165592 0.37234780570725 point
0.114350458790753 0.0383675291086547 point
-0.0639419365529482 0.641037894005422 point
0.101283806300256 0.147828876972198 point
-0.124306639517384 0.213980411645025 point
-0.0270454289573419 0.113793863682076 point
0.137841575968125 0.272449175768998 point
-0.0264467228044661 0.647261570440605 point
-0.0331708848079972 0.275561097194441 point
0.0476800156872835 0.744070195709355 point
0.0258285173782068 0.628120848268736 point
-0.00120563337951812 0.385433000803459 point
-0.000640990170850338 0.561989102570806 point
-0.0869036008212209 0.164293940411881 point
0.025790412546684 0.0760412437375635 point
0.0705783394992538 0.266661326517351 point
0.117697469397412 0.279744954023045 point
0.0188372079074153 0.551660020428244 point
-0.0404021083983371 0.516567801008932 point
0.0361984956571902 0.549017667712178 point
-0.0118577993239634 0.0244428432779387 point
-0.165065348598741 0.105911807448138 point
-0.00105920925033591 0.134499351319391 point
-0.0974828692637947 0.429719476320315 point
-0.00280438441419474 0.717875103873666 point
-0.0592544508447166 0.230731099261902 point
-0.0907954338389767 0.54007176408777 point
0.100251854772907 0.264931714686099 point
-0.901375975218385 0.541723106056452 point
-0.180441613269473 0.0381846443633549 point
0.0281220524150634 0.180352850526106 point
-0.0980708091519773 -0.996084487871167 point
-0.269061854574829 -0.955662596078137 point
0.90408312343061 -0.162602108693347 point
0.824381194543093 -0.350245541646678 point
-0.162541066296399 -0.939074165597529 point
-0.546781165525317 -0.813109332302379 point
0.0462639494799078 -0.97745931715255 point
0.889539452269673 -0.182670748665644 point
-0.762734471354634 -0.441897581089595 point
0.317615421488881 -0.893213664928006 point
0.319665027782321 -0.924721730611264 point
-0.100718686357141 -0.948655800226586 point
-0.944022506009787 -0.0652416580089062 point
-0.859075962100178 -0.240167636845074 point
0.723614364862442 -0.494491123829356 point
0.920835192780942 -0.0916718816337268 point
0.452278847340494 -0.815254869858578 point
-0.526110332459211 -0.701880340771053 point
0.166370735503733 -0.968510945986912 point
-0.706998190376908 -0.573866427404917 point
0.64334061415866 -0.67481962465689 point
0.326957434415817 -0.884819108838787 point
0.748011316172779 -0.423728573303528 point
-0.225436650216579 -1.01086664575777 point
-0.760949231684208 -0.404325369990863 point
-0.969411912374198 -0.104368169189599 point
0.96218326408416 -0.178297311158843 point
0.337124938610941 -0.850443306639595 point
0.269617458805442 -0.918443695178448 point
0.710453249979764 -0.477850294172409 point
0.940942071378231 -0.12346182018703 point
0.74385763052851 -0.501353646177926 point
0.979296135250479 -0.0409857245337662 point
0.747429594863206 -0.48775033728472 point
-0.628320584539324 -0.55797675311471 point
-0.322839403059334 -0.804671813714047 point
-0.376439278945327 -0.78592001889527 point
-0.123879906721413 -1.00887098209088 point
-0.525965894106776 -0.830578337875036 point
-0.00522972829639912 -1.01992706344073 point
-0.346618629060686 -0.886921244240637 point
0.394066154025495 -0.875894956580243 point
0.616900531109422 -0.648580674762494 point
-0.260495393071324 -0.922400973585027 point
0.436919168103486 -0.782450092757054 point
-0.461543273180723 -0.695008534103673 point
-0.396959003992379 -0.825077453711049 point
-0.671224091202021 -0.576649086019531 point
-0.171070223208517 -0.971029113210859 point
-0.651737119536847 -0.632903767915421 point
0.285172124858946 -0.883744815902408 point
-0.707224505022168 -0.504645886312062 point
0.245737859979272 -0.937793551270618 point
0.393805584404618 -0.873404580112793 point
0.397653305437416 -0.821831970010516 point
-0.672867210581899 -0.526686050892666 point
0.485530829057097 -0.691778348016258 point
0.041039889678359 -1.02283537452085 point
0.552720724139363 -0.679183308982314 point
0.991937744896859 0.0128351142633675 point
-0.75879292236641 -0.217982183401327 point
-0.0154290087521076 -0.926386814539778 point
0.821933358442038 -0.356945369580737 point
-0.397820529993623 -0.850477093708054 point
-0.580506760627031 -0.667314921133223 point
0.204246737062931 -0.945508929884368 point
-0.872488579712808 -0.186460716232567 point
0.939439109992236 -0.0323665969368614 point
0.226971390191466 -0.956668543504738 point
0.236748944036663 -0.993465239812183 point
0.910813913214952 -0.230672306003851 point
-0.662966253701597 -0.598623894452857 point
0.721859308890998 -0.530038919099843 point
0.450923542957753 -0.755056960273688 point
-0.399146820418537 -0.897838535303627 point
-0.0932612330652773 -1.04901876164388 point
0.0627023810520768 -0.911936410110602 point
0.429405794013292 -0.899224955320719 point
-0.655716375913471 -0.599824792626603 point
0.286849714349955 -0.943419570160014 point
